"Year","Team","Players","Position","Base.Salary","Base.Num"
"2018","west Ham United Fc","Michail Antonio","M","3640000",3.64
"2018","west Ham United Fc","Manuel Lanzini","M","3640000",3.64
"2018","west Ham United Fc","Angelo Ogbonna","D","3640000",3.64
"2018","west Ham United Fc","Winston Reid","D","3640000",3.64
"2018","west Ham United Fc","Issa Diop","D","3484000",3.484
"2018","west Ham United Fc","Lukasz Fabianski","GK","3380000",3.38
"2018","west Ham United Fc","Pedro Obiang","M","2860000",2.86
"2018","west Ham United Fc","Aaron Cresswell","D","2600000",2.6
"2018","west Ham United Fc","Mark Noble","M","2600000",2.6
"2018","west Ham United Fc","Adrian San Miguel del Castillo","GK","2600000",2.6
"2018","west Ham United Fc","Carlos Sanchez","M","2600000",2.6
"2018","west Ham United Fc","Fabian Balbuena","D","2080000",2.08
"2018","west Ham United Fc","Ryan Fredericks","M","2080000",2.08
"2018","west Ham United Fc","Arthur Masuaku","D","2080000",2.08
"2018","west Ham United Fc","Robert Snodgrass","M","2080000",2.08
"2018","west Ham United Fc","Reece Oxford","D","1040000",1.04
"2018","west Ham United Fc","Declan Rice","M","156000",0.156
"2018","wolverhampton Wanderers Fc","Jose Moutinho","M","5200000",5.2
"2018","wolverhampton Wanderers Fc","Rui Patricio","GK","5200000",5.2
"2018","wolverhampton Wanderers Fc","Willy Boly","D","3500000",3.5
"2018","wolverhampton Wanderers Fc","Ruben Neves","M","2600000",2.6
"2018","wolverhampton Wanderers Fc","Diogo Jota","F","2340000",2.34
"2018","wolverhampton Wanderers Fc","Adama Traore","M","2236000",2.236
"2018","wolverhampton Wanderers Fc","Raul Jimenez","F","2132000",2.132
"2018","wolverhampton Wanderers Fc","Leander Dendoncker","M","1972000",1.972
"2018","wolverhampton Wanderers Fc","Jonny Castro","D","1907000",1.907
"2018","wolverhampton Wanderers Fc","Leo Bonatini","F","1820000",1.82
"2018","wolverhampton Wanderers Fc","John Ruddy","GK","1820000",1.82
"2018","wolverhampton Wanderers Fc","Helder Costa","F","1690000",1.69
"2018","wolverhampton Wanderers Fc","Ruben Vinagre","D","1560000",1.56
"2018","wolverhampton Wanderers Fc","Ivan Cavaleiro","F","1450000",1.45
"2018","wolverhampton Wanderers Fc","Romain Saiss","M","1144000",1.144
"2018","wolverhampton Wanderers Fc","Ryan Bennett","D","1040000",1.04
"2018","wolverhampton Wanderers Fc","Max Kilman","D","900000",0.9
"2018","wolverhampton Wanderers Fc","Conor Coady","D","780000",0.78
"2018","wolverhampton Wanderers Fc","Matt Doherty","D","520000",0.52
"2018","wolverhampton Wanderers Fc","Kortney Hause","D","416000",0.416
"2018","wolverhampton Wanderers Fc","Dominic Iorfa","D","416000",0.416
"2018","wolverhampton Wanderers Fc","Ethan Ebanks-Landell","D","156000",0.156
"2018","wolverhampton Wanderers Fc","Will Norris","GK","156000",0.156
"2018","wolverhampton Wanderers Fc","Morgan Gibbs-White","M","78000",0.078
